bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,elevation
14.62645817,23.1123333,4.609833241,132.9199982,21.09000015,3,45.38858032,49.45000076,16,30.86000061,49.45000076,10.69541645,40.8039093,819.286377,36.02000046,-4.148999691,38.37999725,3.726999998,16.51250076,1890.113159
12.54541683,23.13199997,4.536333561,206.4499969,26,5,45.47915649,71.30000305,21,37.29999924,70.30000305,15.94083309,39.40363312,806.2544556,29.80000114,-5.53000021,35.93000031,3.543833256,17.75916672,1832.595337
19.93954086,25.13183403,5.67266655,107.3000031,15,2,49.41921234,71.75,8,22.79999924,43.54999924,13.82874966,39.43762589,794.7504272,37.09000015,1.746999979,36.33000183,10.29083347,21.20633316,999.1522217
19.89687538,31.34333229,9.520000458,80.5,14.5,2,50.6200943,36,8,16.20000076,35,12.39833355,34.10798645,882.9365234,37.97800064,1.613000035,37.07600021,11.88249969,24.16250038,475.6575012
19.0112915,30.07749939,10.08116627,120.8000031,14,2,48.08649826,37.79000092,9,17,37,13.94958305,36.2625618,842.5514526,35.19499969,1.605000019,36.61299896,8.586667061,23.38333321,860.7741699
14.58183384,26.24383354,7.102499962,130.8800049,14,3,44.67589951,40.29999924,9,36.09999847,40.29999924,12.37666702,37.23181152,781.2838135,32.69599915,1.360000014,32.45000076,10.60666656,18.59916687,932.9363403
14.02487469,26.27416611,5.283333302,116.9000015,16,3,45.45541382,43,11,25.77000046,45.84999847,14.01824951,39.81803894,856.2369995,30.00500107,-2.599999905,30.78499985,5.604166508,16.97750092,1613.728516
17.88962555,28.55833244,7.429833412,103,16,2,44.35572815,42,12,23,40,19.37091637,44.36112976,859.1711426,39.16999817,-3.299999952,43,10.08333302,21.9375,680.897583
17.96062469,28.21666718,7.552500248,103,17,2,45.89720154,45,12,23,37.02999878,19.45933342,44.31128311,854.5432739,38.04000092,-3.400000095,42.68000031,9.928333282,22.0581665,680.7193604
17.35083389,28.11316681,6.996666908,107.9899979,17,2,45.9179039,44,12,25,44.63000107,16.22291756,40.57091904,835.4431763,38.17000198,-3.029999971,40.25,9.142499924,19.65133286,1043.840454
17.55437469,28.56983376,7.133333206,115,17,2,48.2321701,46,12,27,46,15.19058323,40.59999084,847.7994385,37.81000137,-2.299999952,39.79999924,7.133333206,21.06583405,912.9788208
15.54541683,26.90999985,6.440499783,137.6000061,21,3,46.98537445,58,16,36.59999847,58,14.37075043,39.45495224,827.7009277,35.29999924,-2.599999905,36.69499969,6.440499783,18.57816696,1107.543213
12.35587502,18.86083412,1.061666608,321.480011,25,4,45.82921219,109.0699997,25.70000076,44.81000137,72.25,14.14791679,40.97735596,760.8666382,30.77000046,-3.149999857,32.86000061,1.69083333,16.70249939,1838.409424
10.75399971,19.12649918,1.458333373,231.9799957,27.70000076,6,38.20650864,76.87000275,28.70000076,60.5,91.80999756,15.24750042,41.41849136,799.3961792,27.26099968,-7.659999847,33.32099915,2.642999887,13.30916691,2078.467041
10.7628336,20.60266685,2.047666788,246.3300018,26.70000076,6,37.29790115,80.94999695,29.20000076,62.90000153,74.19000244,15.08591652,41.67558289,802.9003906,29.73800087,-6.789999962,37.32400131,2.85649991,15.08399963,1809.444336
8.304583549,23.15250015,2.942666769,226.9100037,30.29999924,6,37.02064133,80.80000305,32.29999924,60.20000076,73.30000305,16.03375053,42.37275696,814.890686,32.31999969,-7.03000021,38.32999802,4.013499737,15.48666668,1575.980957
14.06066704,25.91200066,4.07733345,194.6499939,28.39999962,5,35.0921669,70.26999664,21,56.54999924,60.95000076,16.11750031,42.40559387,826.7781372,32.74499893,-5.78000021,38.25500107,5.480166912,15.63833332,1249.942261
14.66608334,27.55833244,5.925833225,116,15,4,30.66915512,36,19,31,30.64999962,17.59783363,41.08913422,854.5638428,37.84999847,-3.779000044,41.95000076,17.2108326,20.66666603,961.0992432
16.9483757,27.98049927,6.818166733,115.3000031,15,4,31.63332939,36,18,31,33,18.02783394,42.18832397,854.3203735,38.06299973,-3.5,41.20000076,25.40850067,20.10400009,865.0533447
16.62054253,25.2966671,6.24183321,231.6799927,26.10000038,4,34.56589127,39.40000153,24.70000076,50.84999847,49.5,15.24066639,41.052845,814.6086426,33.21500015,-4.309999943,38.18500137,7.957666397,18.96199989,989.1834106
13.828125,22.51416588,4.502666473,183.1399994,30,6,34.83573532,67.59999847,31.70000076,61.40000153,66,15.53991604,41.79437256,790.8604126,34.125,-4.980000019,37.01099777,6.071666718,16.51000023,1404.911743
13.32208347,21.79733276,5.184999943,200.6000061,22.90999985,5,34.57573318,62.90000153,27.96999931,46.22999954,56.90000153,15.35416698,40.82180023,813.5339355,33.11399841,-2.569999933,38.15000153,5.806166649,15.52583313,1144.401489
18.54999924,29.94683266,8.011166573,175.3600006,19,4,35.57357407,51.45000076,20,36,45,15.72683334,40.03535461,856.2207642,36.32999802,-1.230000019,39.57400131,9.541999817,22.31166649,848.9969482
19.4533329,30.37716675,8.195166588,130.3000031,17,3,37.84869766,45,16,31,40,15.77041626,38.97951508,921.6651001,39.57999802,-1.200000048,40.77999878,10.54383278,23.42583275,667.3325806
19.30354118,30.83466721,8.201666832,140,19,3,39.30696869,50.90000153,17,35,43,15.5809164,38.61296463,922.4267578,39.79000092,-1.5,41.28499985,10.35416698,23.47900009,767.1228638
16.4234581,27.60933304,6.817500114,198.1999969,26.20000076,5,40.19131851,69.08999634,20,51.31000137,62.70000076,13.42274952,36.40876389,873.6553955,36.15499878,-1.289999962,37.0719986,7.91166687,19.97866631,928.6762085
19.68804169,31.86316681,9.184333801,147.3500061,20,3,42.30237198,54,15,35.97999954,48,14.2684164,35.48123169,931.1737061,39.70999908,0.100000001,38.62900162,11.01749992,24.04649925,744.2019653
20.35691643,31.94449997,9.278833389,145.2899933,19.89999962,3,42.12842178,53,15,32,46,14.1675005,34.96287918,940.0647583,39.86000061,0.622999966,39.63999939,11.20549965,24.21866608,546.1357422
20.95983315,32.31499863,10.02583313,126.1900024,17,2,42.01171494,47.34999847,13.26000023,28,41,14.76741695,37.85803223,911.0628662,39.62999725,0.109999999,39.8350029,11.95166683,24.94499969,372
19.31583405,30.99616623,8.394499779,171.5500031,23,4,39.68240356,63,19,40.09000015,54.09000015,15.56324959,39.12990952,930.9629517,39.81000137,-1.600000024,41.13399887,10.40933323,23.11466599,635.809082
19.67416573,30.50783348,7.217333317,183.2899933,25,4,40.89713287,66,20,42,57,16.26041603,39.43907547,860.5422974,35.90999985,-1.570000052,41.13999939,10.28266716,20.60499954,694.5150146
19.59783363,28.71166611,8.449500084,180.3699951,24.10000038,4,41.26812363,64.33000183,19,40.70000076,66,14.58625031,38.58811951,912.7144775,39.86000061,-0.200000003,39.7179985,9.188499451,23.3579998,1004.908203
19.72945786,30.72416687,8.765000343,184.5099945,25,4,39.74110794,66.63999939,20.96999931,44.45000076,57.59999847,15.67191696,39.25325775,905.2009888,39.49700165,-0.849999964,40.43000031,10.5466671,22.93583298,728.6052856
14.53037548,23.12916756,5.015833378,313.730011,41.29999924,8,35.33370209,105.6900024,41.09999847,94.66000366,85.41000366,15.6366663,41.4449234,797.5705566,31.19499969,-4.279999733,37.35499954,6.208666801,15.70499992,1433.734009
15.15025043,21.74583435,9.239999771,369.25,66.81999969,1,86.7307663,189.75,5,12,180.75,19.10416603,59.0240097,536.8798218,30.60000038,-2.370000124,33.25099945,10.04166698,21.45083237,376.2063599
14.95625019,21.95083237,9.002833366,389.0499878,68.69999695,1,87.80967712,200.1300049,5,13,184.8999939,18.87475014,57.29266357,517.65802,30.60000038,-2.319999933,33.04999924,9.669500351,21.41333389,470.3486938
12.62708378,19.88233376,7.750333309,589.7999878,143.7200012,2,88.68152618,384.7900085,8.399999619,21,387.75,16.54441643,52.5801506,555.9821777,28.64999962,-1.680999994,32.77500153,8.527000427,20.3983326,863.6182861
12.40166664,19.75250053,6.266666889,717.6500244,126.1999969,2,88.54270172,372.6499939,8.350000381,17,339,17.37924957,52.51390839,566.1241455,28.95000076,-1.99000001,29.65999985,7.072166443,19.68833351,879.9432983
12.99166679,20.33433342,6.08133316,612.4799805,128.1000061,2,88.34745026,396.2000122,9.199999809,16.89999962,296.0499878,17.41783333,52.17599869,595.1018677,29.59700012,-2.096999884,30.64999962,7.184166908,19.83500099,996.3670654
13.39708328,20.46183395,6.486999989,685.7700195,127,2,87.92131805,354.480011,9.600000381,18,291.4700012,16.25600052,52.53647232,612.3795776,29.77499962,-2.00999999,32.70999908,6.749833107,19.93799973,971.0639648
13.50683308,23.3251667,6.340333462,586.0999756,61.93000031,1,87.06430054,368.7000122,5,11.48999977,243.9100037,15.59125042,50.10451126,645.840332,32.4960022,-2.599999905,32.20800018,7.292500019,23.54766655,1028.377319
16.61479187,23.2171669,7.699166775,475.2600098,64.58999634,1,82.43518066,136.8200073,4,12,295.1499939,16.39983368,49.49216461,678.3006592,32.34600067,-2.184999943,33.94300079,7.559999943,22.00250053,621.3404541
16.84645844,25.52949905,8.766666412,233.7299957,50.5,1,81.82737732,139.5299988,3.299999952,7.849999905,129.1399994,16.39391708,47.35788727,696.4424438,33.85000229,-1.230000019,35.04000092,10.06833363,25.62899971,359.3348694
17.69916725,26.67449951,9.407500267,404.2600098,77.45999908,1,85.01041412,251.8999939,7,7,209.5700073,15.83816719,44.68951416,713.9602661,35.04999924,-0.100000001,34.89500046,10.83333302,26.77666664,416.0284424
17.48624992,26.6693325,9.566333771,462.5499878,93.44999695,1,85.22845459,272.3299866,7,7,226.5500031,15.38466644,43.15458298,731.6463623,33.71500015,-1.090000033,34.875,10.35416698,25.38249969,542.6451416
15.27291679,22.64500046,7.41016674,603.75,112.0999985,1,85.58119965,277.9700012,9,19,349.7900085,14.30025005,43.61637115,656.3811646,33.09999847,-1.49000001,32.59000015,6.462500095,24.90766716,1102.299561
13.05333328,19.45583344,3.162833214,622.0499878,133.9900055,2,83.86519623,342.8299866,12,22.47999954,308.519989,12.01466656,44.20753098,655.4608765,28.13699913,-1.835000038,28.63500023,3.060499907,17.07383347,914.4407349
9.034041405,17.3465004,2.106333256,728.8200073,132.7700043,2.910000086,82.62316132,373.8900146,16.81999969,28.81999969,355.2900085,12.8510828,43.24897385,629.2561646,24.42099953,-5.293000221,29.7140007,2.558833122,16.79416656,1760.671265
15.54937458,26.13083267,3.645833254,201.1999969,34,3,67.50287628,211.9900055,15,17,79.5,16.35391617,41.28308868,753.2333374,35.20000076,-3.569999933,38.77000046,1.106000066,23.30416679,1390.153198
15.76783371,26.17616653,6.061666489,157.6499939,35,3,63.93842697,84.09999847,15,18,70.90000153,16.37958336,42.28474045,820.0286255,35.29999924,-3.799999952,39.20000076,7.731666565,23.375,1086.527344
12.57591629,25.18099976,4.96999979,150,29,4,65.1607132,75.40000153,19,23,85.59999847,15.65458298,39.83155823,823.6873169,35.02000046,-4.599999905,39.29999924,7.204166889,19.0328331,1190.546631
13.84500027,23.96583366,3.983333349,187.5,31.10000038,4,57.29590607,81.09999847,20,25,81.09999847,15.4343338,43.2567482,800.7584839,33.15999985,-4.800000191,38.43000031,6.348166466,21.29166603,1418.095825
13.37166691,22.64500046,3.759500027,194.9499969,33,4,56.86252975,96.09999847,20,29,90.04000092,16.69966698,43.60993195,794.6765747,31.21100044,-5.570000172,37.50500107,4.299333096,17.57250023,1492.14502
15.34608364,23.28350067,6.465499878,151.3000031,33.09999847,4,56.49768829,82.69999695,21,27,68.05000305,14.00625038,43.44298553,777.6480103,32.81999969,-3.720000029,36.63000107,8.105500221,20.12450027,1482.509277
18.35395813,26.32916641,5.68483305,93,17,3,57.06488037,44,8,22,43,13.99791622,40.26102829,821.7462769,33.97999954,-1.360000014,36.79899979,10.68500042,21.51066589,1025.481812
19.36645889,31.07083321,8.153333664,103.6100006,16,2,54.07363129,41,8,14,42,13.2541666,39.42144775,827.2801514,31.8939991,0.550000012,35.77299881,10.85466671,19.50699997,578.7758789
14.44408321,21.75083351,3.551333189,233.2400055,34.09999847,5,47.99798203,97.58000183,31,36.54000092,104.6600037,12.20258331,38.60598755,757.0367432,28.50499916,-4.279999733,31.375,6.600833416,17.57666588,1716.577148
13.01258278,22.57333374,2.066833496,211.25,26.89999962,5,47.33572388,75.80000305,26,34,72.80000305,14.93449974,41.16359329,773.803772,31.02000046,-4.78000021,34.63999939,5.087500095,18.1451664,1849.666992
14.60124969,22.58616638,4.143000126,173.1999969,18.98999977,3,45.2179184,49.88000107,22.5,37,66.25,10.6890831,36.83921432,770.2418823,30.60000038,-4.425000191,32.05699921,3.472666502,15.14249992,1210.043823
20.04408264,28.9375,8.452500343,87.56999969,15,2,48.60009384,39.09000015,8,17,41.29999924,11.98541641,34.24525833,874.5612793,33.65499878,1.779999971,34.13499832,10.91049957,21.84666634,907.7677612
19.86229134,28.69983292,10.54183388,89.59999847,14.69999981,2,46.73204803,58.95000076,9.399999619,19.04999924,49.95000076,13.38041687,36.28394699,849.0292358,35.125,1.649999976,36.67000198,9.858499527,20.97649956,537.3459473
18.42020798,26.50600052,7.859166622,171.6199951,15,3,47.29819107,42.70000076,12.39999962,32.29000092,48.90000153,14.22541618,38.57344437,836.2058716,36.22999954,-0.24000001,36.95700073,8.761666298,22.96999931,632.5256958
15.02187538,27.16749954,5.700833321,119.8300018,18,3,45.61721039,46,13,29.20000076,47.40000153,13.94916725,40.9631958,820.9768677,32.29000092,-1.799999952,35.53000259,6.614999771,20.01300049,994.1015015
18.25625038,29.30416679,8.064167023,100,15,2,43.42160797,41,12,22,40,16.44608307,42.27445602,859.5039063,40.02999878,-2.609999895,42.90000153,10.375,22.38583374,647.1620483
18.03662491,28.67749977,7.989666462,101.5,16,2,45.73207855,41,12,23,38.09999847,19.33791733,42.50485229,860.5896606,39.90999985,-2.940000057,43,7.91566658,22.09749985,777.052002
17.55812454,27.5644989,7.176000118,111.5,17,2,45.46348572,43,12,25,43,17.31491661,40.80556488,862.0869141,37.79999924,-2,39.09000015,7.176000118,21.60333252,926.6325684
16.37191582,26.95400047,7.003499985,134.8699951,19,3,45.36587524,53.09999847,16,32.59999847,53.09999847,14.83291626,41.16172791,835.6411133,36.22299957,-2,37.67499924,7.003499985,19.63833237,891.2131348
15.76220798,26.65550041,7.108333111,122.8600006,18,3,44.08595657,55,16,28,55,16.30916595,41.40753174,810.8017578,34.96099854,-2.599999905,38.86500168,7.115833282,20.201334,1154.071655
16.17262459,27.70616722,6.076666832,138.8000031,21,3,45.36802292,53.95000076,16,29.60000038,58.27000046,16.38249969,42.51331329,827.5129395,34.68000031,-3.119999886,37.51000214,5.578833103,19.4640007,1035.41394
9.725000381,24.39500046,4.483500004,275.4200134,25.89999962,4,38.03173065,70.02999878,26.93000031,65.23000336,65.86000061,13.98258305,40.97476196,768.632019,26.55800056,-4.800000191,34.55099869,5.713333607,11.89116669,2068.190674
10.20354176,19.62750053,2.626833439,286.1499939,31.19000053,7,36.27618408,93.37999725,38.09999847,67.80000305,79.05999756,15.11616611,43.96495819,736.4519653,29.08500099,-6.824999809,34.99100113,3.79366684,12.39666653,1900.068481
10.84662533,20.61633301,3.310666561,222.1600037,30.39999962,6,36.04311752,73.76000214,34,61.09999847,62.09999847,15.20650005,41.96236038,780.5480957,31.73500061,-6.979000092,36.63999939,5.216833591,13.3494997,1859.730225
15.35962486,24.01333237,4.263000011,168.8000031,20.35000038,4,36.55385208,53.45000076,21,35.40000153,40.20000076,14.5338335,40.98442078,813.9594727,34.20000076,-3.50999999,39.08899689,7.159999847,20.33333397,1146.288818
17.02645874,27.27266693,6.66050005,119.4000015,15,4,35.10662079,42,18,34,34,16.85658264,42.41862106,857.668396,37.70000076,-2.139999866,39.63999939,9.391666412,21.20666695,861.5731812
18.59362411,28.51083374,8.281666756,114.9000015,15,3,32.74530029,40,16,29,34,16.44416618,39.97957611,869.6305542,38,-0.99000001,39.36999893,12.39583302,22.31333351,911.682373
17.4220829,29.92499924,8.570166588,115.1999969,15,3,34.12152481,40.5,15,29,33,15.38166618,39.06155777,890.2282104,37.91999817,-1,38.91999817,9.804166794,19.56466675,693.9041138
18.85645866,27.40666771,8.352499962,130.1499939,16,3,37.23394394,45,15,30,39,14.68958378,39.03778458,871.774292,39.27000046,-1,40.20999908,9.511666298,23.56500053,736.0089722
18.1068325,30.5739994,7.976000309,137.5,19,3,36.12926483,48.04999924,16,31,40,14.90916634,38.6174736,887.9177246,38.35499954,-0.899999976,39.88999939,9.649333,21.29516602,679.713501
18.53083229,30.19433403,8.090000153,143.5500031,20,3,39.83384705,51.29999924,17,33,42,15.52075005,38.89665604,883.0627441,38.92000198,-1.200000048,39.84000015,9.432499886,22.75966644,893.4421997
17.88891602,30.10583305,7.885666847,152.1999969,21,4,40.3290062,54.29999924,17,39,46,15.34125042,39.45368576,911.9631348,38.40000153,-1.570000052,40.7899971,9.797499657,22.05500031,925.0502319
19.36437416,30.79450035,7.308333397,154.3200073,22,3,43.42456818,57,16,38,49,14.02908325,36.2593956,916.4140625,38.98200226,-0.5,39.60200119,10.39500046,22.88699913,709.2894287
19.63004112,30.95800018,8.731833458,159.75,22,3,44.10266113,56.90000153,15.09000015,35.90000153,47,15.20941639,37.97585297,911.7108154,39.68299866,-0.5,38.93999863,10.16166687,22.71700096,747.2111816
20.93308258,32.30916595,10.15683365,125.6999969,17,2,44.12236023,48,12,28,41,14.01866627,37.80210495,910.0253296,39.98799896,0.196999997,38.82200241,11.16650009,24.9715004,372
20.93233299,31.7033329,10.32349968,126,17,2,43.79332352,48,12,28,41,13.12483311,36.197258,905.0037231,37.90999985,0.769999981,38.31000137,12.11583328,24.61333275,372
17.06666565,27.6546669,5.887499809,242.1600037,30.89999962,6,38.02140045,82.84999847,25.62999916,56.75,72.59999847,14.34999943,37.8743782,882.1800537,35.91500092,-1.799999952,35.89500046,8.191666603,19.75583267,1106.598633
16.97937584,28.00116539,6.707166672,252.5,34.00999832,6,39.52736282,81.5,27.14999962,62.04999924,75.59999847,13.86683273,37.08036041,860.0600586,35.05199814,-1.379999995,37.39599991,8.135499954,19.15083313,1225.917847
20.23020935,31.45416641,9.125833511,176.2599945,24,4,41.24278641,63,19,41.5,54.5,15.33583355,38.50767136,917.383728,39.70000076,-0.200000003,40.00999832,11.10333347,23.40916634,584.8792114
19.50504112,31.36083412,9.012833595,174.8999939,24,4,41.07250214,69,19,45.90000153,57,15.95583344,39.62145233,919.6063843,39.70000076,-1,40.54999924,10.76049995,23.41500092,655.0137329
14.27908325,24.84333229,5.214666367,314.1000061,39.15000153,8,37.18636322,97,38,92.59999847,87.25,16.50200081,42.31990051,792.3849487,33.39500046,-4.250999928,38.5,6.156499863,15.57916641,1506.94104
15.29645824,21.88083267,9.388166428,336,66,1,88.33614349,185.9199982,4,12,173.2200012,19.05916595,57.73699188,528.4193726,30.65999985,-1.99000001,32.70000076,10.32916641,21.19583321,368.1309814
14.65499973,22.16183281,7.389166832,384.6400146,77.65000153,1,87.99970245,284.8500061,5,14,260.3699951,18.19750023,57.4814415,560.5817261,31.29999924,-3.034999847,33.54999924,9.111166954,21.62750053,438.8766785
12.86541653,19.90950012,7.116666794,523.3800049,99.87999725,1,89.13409424,285.1000061,5,15.19999981,306.8999939,18.46791649,55.26420212,552.5002441,29.51000023,-2.940000057,29.52000046,7.546833515,19.96999931,778.1300049
13.73525047,20.55083275,6.794166565,586.4699707,140.2200012,1,88.64722443,370.25,5,15,253.5,17.85933304,50.18079758,587.1275635,29.64999962,-2,29.92000008,7.457666874,21.40649986,803.836731
14.64679146,20.89916611,7.214166641,339.4500122,73.22000122,1,87.3193512,225.5899963,5,14,282.8599854,16.89166641,51.34297562,614.234314,31.92499924,-2.190000057,33.58499908,8.490833282,23.16666603,848.4805298
15.19499969,24.19833374,8.233333588,375.25,87.06999969,1,84.87529755,176.1900024,5,14.10000038,144.25,16.62483406,48.66543579,667.2706909,32.40499878,-1.399999976,33.15499878,9.848333359,23.82266617,377.0957336
15.20895863,22.8306675,8.691666603,338.1300049,47.5,1,83.5645752,249.8099976,3,11,180.0399933,17.15708351,48.84751892,673.4578247,34.29000092,-1,35.45999908,10.23750019,25.05333328,336.4548645
17.29020882,25.40966606,8.876667023,241.3500061,52.29999924,1,83.07253265,141.0599976,3,11.30000019,144.5,16.88249969,48.20892334,689.5089722,33.93999863,-1,35.22299957,10.31333351,25.54216576,355.8569336
17.75983429,26.70416641,9.463000298,383.4400024,68.12999725,1,83.69412231,206.75,5,5,199.9400024,15.53925037,47.39050293,695.5974731,34.00999832,-0.25,35.63100052,10.76216698,26.74650002,343.7462769
17.58312416,26.43333244,8.889666557,437.8999939,75.48999786,1,83.2191391,224.0599976,7,7,192.8999939,15.38650036,44.96211624,720.2449951,34.98699951,-0.270000011,34.86000061,10.7458334,26.43333244,504.2922058
16.70820808,20.78000069,8.491167068,467.9500122,86,1,84.27571106,255.1799927,8,17,308.8500061,16.06666756,45.12623215,702.6442871,27.32500076,-0.800000012,33.85900116,9.705499649,23.22850037,644.916626
15.59066677,22.64999962,7.52699995,458.5299988,90.19999695,2,84.09112549,293.1799927,8,17,235.6600037,12.26124954,43.9037323,616.432251,27.60199928,-0.829999983,30.70499992,8.544166565,22.38333321,1088.666382
8.921041489,18.11599922,2.431833267,701.3599854,120.1500015,3,82.77494049,345.0299988,16.5,28.04999924,341.1900024,12.89966679,44.98005676,605.4031982,23.87000084,-2.93900013,27.05599976,3.894500017,17.01366615,1682.103638
11,20.91833305,5.204166889,211.6100006,34.63000107,4,69.85905457,104.5999985,19,21,86.80000305,13.35750008,40.84942245,747.7053833,33.80999756,-3.99000001,32.61600113,7.400000095,16.32299995,1200.532227
14.80208302,24.41166687,4.746666431,185.6699982,35,4,66.24930573,92.80000305,18,20,72.69999695,16.50008392,43.39017487,812.2046509,33.43000031,-4.300000191,38.45000076,7.349999905,22.25,1159.266235
13.82020855,20.80233383,2.622166634,230.7899933,60.65999985,6,67.69306946,124.3799973,20,23,142.8399963,12.0425005,41.64188004,729.4813843,25.96500015,-4.400000095,31.73500061,1.820833325,16.68816757,1522.7323
10.80583382,18.12750053,1.738999963,316.5400085,53.59999847,6,63.83076096,171.5,31,31.38999939,171.5,12.50291634,39.34885025,771.0690308,27.0170002,-6,32.29999924,1.125333428,15.33500004,1925.870972
12.68833351,22.93666649,3.318666697,236.5399933,37.5,5,63.23228836,107.9000015,24,30,91.69999695,15.84166622,41.16537857,766.9119263,29.85199928,-6.090000153,32.57999802,3.139166594,20.31166649,1708.236328
14.07658291,23.6779995,4.544666767,202.8300018,26.70000076,4,53.61068344,78.30000305,20,26,80.90000153,15.66849995,43.34993744,774.0389404,33.61000061,-3.950000048,37.50500107,5.404166698,18.24499893,1681.636963
14.88833332,24.3433342,4.215833187,186.25,26.39999962,3,54.59604263,58.79999924,14,24,72.30999756,11.77583313,41.60241318,786.487854,34.41500092,-2.559999943,34.21500015,8.080499649,17.02583313,1253.722778
18.28791618,30.97883415,9.671666145,90,17,2,56.19809341,42,8,14,42,16.97624969,39.29027939,867.3881226,39.87900162,-0.100000001,40.70999908,11.56799984,22.47916603,549.835022
16.93695831,25.27083397,6.9253335,108.8000031,17,3,49.97249222,72.25,11.69999981,29,56.45000076,14.83675003,41.02407455,783.5175171,35.39500046,-3.311000109,34.40999985,6.778833389,18.86499977,1531.244629
11.52499962,18.88500023,2.849166632,179.1499939,31,4,49.85390854,63.63000107,32.49000168,34.77000046,120.0999985,15.1222496,40.81351852,764.6417847,31.73700142,-6.289000034,35.76399994,3.696666718,14.22749996,1858.893555
8.829792023,21.44583321,3.486500025,154.8000031,68.05000305,5.800000191,46.70845413,140.4199982,40.79999924,64,139.1600037,10.31124973,33.78471756,730.1378174,25.92199898,-4,32.05099869,0.261499971,15.67516708,1739.566772
20.41833305,27.93466568,9.413332939,118.4499969,15.89999962,2,50.01829147,38.09999847,13.75,17.79999924,37.09999847,13.34449959,37.32059479,814.9643555,34.39999771,0.720000029,35.93999863,9.88599968,17.6566658,399.006897
19.9802494,28.68333244,10.14400005,125.3000031,15.60000038,2,48.33084488,40.29999924,9.600000381,21.20000076,48,11.06458282,34.41807556,800.0250854,35.06000137,3.490999937,34.51499939,11.84249973,20.98749924,1009.221436
15.24404144,25.19166565,6.520833492,151.6999969,19,3,45.54795837,51,15,33.40000153,60.40000153,14.65299988,41.0606575,782.0393677,35.29999924,-1.659999967,37.86500168,7.637499809,17.15749931,1086.070435
16.18291664,26.30500031,6.08166647,167.5,20,3,46.21753311,58.88999939,16,31.5,58.88999939,16.04616737,40.75421524,836.4298706,35.25999832,-1.629999995,38.10499954,6.315499783,19.06833267,1212.238159
18.76833344,29.92499924,8.256999969,97.94999695,15,2,46.71399689,40,11,22,40,17.55941772,43.04880142,876.7401123,39.71999741,-1.700000048,42.20000076,10.68833351,22.81999969,612.0657959
18.28750038,28.92616653,7.710000038,107.4000015,15,2,46.27266312,42,11,22,42,18.68499947,40.44755173,867.4402466,38.44000244,-1.200000048,38.59500122,7.933333397,22.22916603,805.1559448
16.39354134,26.75166702,7.345000267,149.8000031,20,3,45.52228165,55,16,33,55,14.45791721,39.08330917,818.3814087,34.79999924,-2.099999905,37.40999985,7.257166862,20.01749992,851.522522
17.48312569,28.33250046,7.438333511,114,17,2,47.6850853,46,13,26,43,16.71816635,41.80181503,857.465332,37.65999985,-2.400000095,40.04000092,9.007499695,21.25749969,830.6343384
17.14395905,27.86533356,7.383333206,119.0999985,18,2,43.07616425,47,15,26,43,19.00724983,43.35971832,846.9555664,38.11999893,-2.860000134,40.97999954,9.449999809,20.77166748,778.4657593
16.81670761,27.80116653,7.115833282,122.0500031,18,3,41.61738205,53,16,27,53,17.92083359,43.16090393,843.255249,37.97999954,-3.390000105,40.36000061,8.956666946,19.45666695,959.1155396
14.25587463,26.45050049,4.309500217,155.6999969,20,4,42.36487961,56,18,38.79999924,56,15.8405838,42.41305161,783.067688,34.30500031,-3.789999962,38.04000092,5.253333092,19.42149925,1553.164429
10.3791666,22.22916603,3.914666653,262.2200012,29.89999962,6,37.89123535,83.30999756,39.5,60.79999924,78.75,14.77808285,42.54138184,763.7138062,30.09000015,-5.739999771,35.47499847,4.623333454,15.73666668,1644.67334
9.906042099,19.92916679,2.125833273,294.6499939,37.75,7.800000191,36.91472626,100.9000015,41.20000076,84.84999847,99.25,13.68833351,41.12317276,732.798645,27.55500031,-6.440000057,33.33499908,2.787499905,12.24416733,2009.477173
9.835499763,21.9841671,3.962499857,275.3500061,30.70000076,7,36.6189537,86.5,29.5,70,72.19000244,15.21541691,41.50583649,768.6175537,31.19499969,-6.179999828,36.25,4.115000248,12.94299984,1541.366821
12.55424976,25.20833397,5.349999905,265.6000061,25,5,37.45491791,59.40000153,27.10000038,51.45000076,73.43000031,11.77208328,37.52165222,804.9452515,30.15100098,-3.100000143,35.99000168,5.751666546,17.61583328,1409.743286
14.78279209,28.70266724,7.115833282,117.4000015,15,3,35.21020889,42,16,29.70000076,41.75,15.35141659,38.72247314,832.649292,36.81000137,-2.789999962,37.18000031,9.726500511,21.01833344,939
18.69375038,29.79999924,8.501667023,113,15,3,35.41076279,41,15,28,37,14.45250034,38.88476944,878.4494019,38.29999924,-0.50999999,38.75999832,10.52000046,22.82666588,746.7205811
19.44791603,30.55166626,8.923333168,113.3000031,15,3,38.19773102,42,14,27,36,14.66449928,37.79092026,891.0560913,38.79999924,-0.300000012,38.81000137,10.93983364,23.74483299,654.1605225
19.77874947,31.7171669,8.911832809,111,15,2,41.33389664,42,12,26,36,15.63341618,38.58916473,907.90625,39.86000061,-0.109999999,39.61000061,10.96333313,24.09833336,552.6415405
19.4214592,31.54416656,9.006500244,117.9000015,17,3,40.47852325,48,14,27,34.72999954,15.31783295,38.02814484,916.7365723,39.875,-0.200000003,40.22999954,10.4406662,23.90999985,692.2285767
