,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
0,-1.913564878,-0.665838576,-1.058051127,-0.25477389,0.229346558,0.130897139,0.513103957,-0.424139523,0.146292403,0.1255627,0.079570542,-0.09906738,-0.056003142,0.135736594,-0.139975747,-0.004054889,-0.029131469,0.019688212,0.028853641,-0.071971352
0,-1.738203917,0.929094266,0.430745245,0.008154284,-0.161800086,-0.128616794,-0.627747038,-0.654135441,0.045981143,0.782890957,0.173375773,-0.069207242,-0.003080938,0.144029759,-0.103841098,0.214569218,0.042901876,0.005033505,-0.068803091,-0.00034395
0,1.867513101,-2.359198872,-1.991148237,-0.195729515,0.211125565,0.022058488,0.396163656,-0.687164102,0.243386137,-0.078470433,0.102275689,-0.080676224,-0.071550473,0.153118053,-0.125240553,-0.036300409,-0.060199739,-0.026503575,0.030715588,-0.041506961
0,0.329071251,-0.608102299,-2.449286599,-1.736010185,-1.247695929,0.398441212,-0.201421207,-0.354905768,-0.0313026,0.330327657,0.011239917,-0.003701249,-0.00417774,0.075010585,-0.074994328,0.037801235,0.022939761,0.016344123,0.061366683,0.014958939
0,-0.093592848,-0.431694399,-2.535749524,-1.230540867,-1.309443847,0.359484313,-0.267410495,-0.413638616,0.06874215,0.250413784,-0.01771479,0.047489925,0.003623867,0.089516257,-0.136703715,-0.004603527,0.015393048,0.057264451,0.025742409,-0.000977472
0,2.048897635,-1.389502003,-2.045108275,-1.002877784,-0.386517362,0.203029516,0.064287456,-0.664796221,0.008500255,0.362929482,-0.053329752,0.074459784,0.105204251,-0.24015223,0.174212823,0.157998625,0.034337076,0.029407799,0.019263311,0.027341867
0,-4.368768889,-5.019021727,1.367175245,1.104898751,-1.528656593,-0.827822428,0.249067546,0.033050967,-0.466552469,-0.334091734,0.086946689,0.045532334,-0.029006529,0.193905537,-0.077572753,0.201906181,-0.002847074,-0.07375063,0.066309501,-0.089674212
0,2.522000102,-1.775166909,-0.806745328,0.375143061,0.203466247,-0.285234901,-0.609315928,0.012319055,0.043091405,-0.021928804,-0.029694796,-0.005497509,-0.011023022,-0.013304538,0.052513406,0.075810598,-0.040229864,-0.035185887,-0.006663643,-0.067599539
0,-0.380608741,-2.573934232,-0.271892015,-0.319116948,-1.11777306,-0.427807498,-0.071605665,-0.30870427,-0.058155098,0.330580482,0.05716142,-0.092776078,-0.004833487,0.18432964,-0.106564937,0.122840373,-0.010498039,0.016945955,0.03924106,-0.028908587
0,-5.304806625,2.181061096,-0.452197125,0.991783191,0.531443219,0.594962729,-0.486908615,0.002188437,0.172121465,0.255357344,0.004352545,-0.019004871,0.001161601,-0.07032215,0.000495668,0.048935358,0.001065678,0.050322757,-0.006241646,0.03969325
0,0.600791679,0.037158316,-0.878827535,-0.64933983,-0.818146697,-0.196928365,-1.06097082,0.181952449,-0.20153339,0.610343789,0.05947698,-0.01431567,0.039609091,0.168520177,-0.102501369,0.106727359,0.019399571,0.040184007,0.01914542,-0.013461569
0,-3.538206648,0.708782257,-1.082791339,-2.573416003,0.876513937,0.625297473,-0.503401236,-0.626114531,-0.113621501,-0.090838114,0.008033639,0.122670905,-0.023719156,0.065094173,-0.020512377,0.079589225,0.077127138,-0.008580722,-0.064831414,0.032665642
0,1.122348523,-0.834282123,-2.753746307,-1.08415479,-1.351538343,0.319929198,-0.023947507,-0.371599607,0.171075653,0.257823643,-0.061587726,0.01753643,0.027216912,-0.174286667,0.116385795,0.064495424,0.00222061,0.015938009,0.032771843,0.054275097
0,1.576560408,2.187687419,-1.922481091,-0.778395786,-0.391014777,0.031042793,-0.482540147,0.513976475,0.490152491,0.044364938,0.123448483,-0.086385301,-0.000203507,0.10477973,-0.068401783,0.025730789,-0.028234877,-0.005308124,-0.046760077,-0.005284039
0,-0.112906218,-1.733882566,-1.97071437,-0.772709704,0.336102618,0.377171808,0.533271261,-0.879718648,0.186722745,0.083417418,0.215342904,-0.139349539,-0.13678086,0.318759448,-0.292922933,-0.009454099,-0.071708288,-0.046758306,0.024732099,-0.083468958
0,0.319618843,-0.387150105,-0.802813127,-0.760926626,-0.527301403,-0.098423929,-0.370700148,-0.629578882,-0.20462146,0.989582125,0.068553702,0.024369722,0.107437248,-0.104171398,0.060427593,0.22765211,0.040293889,0.05248995,0.03673023,0.025759399
0,-1.654091814,1.053422595,-0.627180077,2.133110184,0.190892425,0.282413594,0.120365651,-0.206443764,0.267002125,-0.07415396,0.008322846,-0.127022971,-0.139241906,0.270691825,-0.271463342,-0.163894172,-0.008195918,-0.004112947,-0.069822393,-0.008986025
0,-0.188965367,1.102111959,-0.199174726,-0.160062522,-0.171977281,-0.160885426,-0.683626233,-0.532408142,-0.201101808,0.830020234,0.130939822,-0.013421893,0.044740368,0.059344085,-0.033126972,0.157066513,0.027422673,0.028599259,0.001023443,0.037997973
0,1.757780597,1.815576697,-0.299675827,1.003869655,-0.021133478,-0.161298367,-0.127833277,0.250492163,0.03895753,0.07643341,-0.101593435,0.035047557,0.055083916,-0.172385956,0.140104445,0.074802403,0.01438622,0.014367374,0.032503305,0.036491702
0,-5.439151116,1.136712264,0.509722951,-0.310712715,2.263200229,0.538705384,-0.642015844,-0.520940774,-0.268848487,-0.491506366,-0.101923021,0.088131702,-0.029350201,0.056825699,0.074194382,0.105367004,0.076344425,0.008222105,-0.08424746,0.00241496
0,2.299805832,-0.134701541,0.220343526,1.577410629,1.045310964,-0.326376947,-0.038616405,0.050228662,0.304215669,-0.08715973,-0.067490168,0.017326316,-0.011343741,0.013135509,0.001370666,-0.001622502,0.047385695,-0.007046347,-0.020927462,0.022178859
0,-0.484061784,-0.488362773,-2.817381888,-1.641334994,-1.223547388,0.485223018,-0.254652145,-0.351048239,0.14962177,0.014943374,0.051592124,-0.026998362,-0.081206751,0.321934439,-0.297990818,-0.077015711,-0.022088453,0.041663233,0.035855646,-0.034950773
0,-0.245218036,-0.531060087,-2.957149949,-1.63311302,-1.405692697,0.480453563,-0.210667088,-0.315615836,0.217527946,0.014552627,0.034483155,-0.036627002,-0.079803936,0.242068423,-0.237174136,-0.081562406,-0.034728351,0.031659069,0.035021411,-0.017993985
0,-2.022879146,-0.008845399,-2.086106559,-2.054761756,0.025927224,0.69600992,-0.267259018,-0.724632895,-0.121076638,0.265883131,0.066284086,0.064937728,-0.019925018,0.120232413,-0.12947255,0.043227217,0.021059248,0.03515263,0.016812289,0.008290909
0,-2.884107425,-1.992714627,-0.394513908,0.639212878,0.312793535,0.216357078,0.057205367,-0.598626911,0.01254216,-0.160881457,-0.006108043,-0.03669793,-0.034920856,0.231586429,-0.194773501,0.089924779,0.054512149,-0.006568827,0.050138181,-0.10360412
0,0.465196866,-1.405494638,-1.913426302,0.03190325,0.186391856,0.419262496,0.190698676,-0.477758557,0.210557296,-0.081264407,0.181600337,-0.143130306,-0.136966979,0.361087968,-0.344285646,-0.097426586,-0.081106918,-0.054085473,0.005450252,-0.10154018
0,0.909719393,-0.814508671,-2.06557001,-0.395477839,-0.784612245,0.348535138,-0.023886658,-0.50768124,0.069115006,0.380496205,-0.080624716,0.098689011,0.093681987,-0.17493266,0.066642293,0.094363155,0.055374522,0.060212342,0.025930974,0.024918883
0,-2.897281153,-3.613167817,-0.024766164,0.345487606,-0.554364064,-0.302678715,0.244632739,-0.283764542,-0.132684,-0.299456591,0.056274426,-0.094844154,-0.1227988,0.207604947,-0.1013034,-0.012430282,-0.131534001,-0.009249784,0.020740992,-0.037048535
0,-2.476522131,2.691941566,-0.282820432,1.907747213,0.540616226,0.366933335,-0.047875485,-0.431036656,0.068223298,-0.175099082,-0.008807709,-0.068992806,-0.167748049,0.252891726,-0.233209785,-0.094275036,-0.01768216,-0.010016197,-0.06440534,-0.020025829
0,-1.794068547,-1.26063548,-1.358775117,-1.051149639,-0.274764875,0.326448943,0.280284691,-0.867360596,0.007275336,-0.275827496,-0.055950659,0.100119894,-0.008017398,0.227127747,-0.205418727,-0.004353281,0.082019956,0.070080392,0.006509272,-0.058877266
0,-5.79380084,1.412116946,0.704715571,-0.355116596,2.464699193,0.54988165,-0.765478272,-0.507977116,-0.313027089,-0.453855541,-0.111757763,0.099234395,-0.017464889,0.024990451,0.103953224,0.139001308,0.082661448,0.008115551,-0.07927241,-0.001967279
0,0.32232532,2.996786103,-1.779013571,-0.01731212,-0.792895962,-0.065567383,0.347387112,-0.257182363,-0.237500178,-0.229708403,-0.058319594,-0.015709587,-0.036399924,0.069310216,-0.059050219,0.041095438,-0.042922039,0.003412002,0.000675937,-0.0475236
0,1.355491558,2.020714439,-0.283208126,1.268490876,0.068965853,-0.18301042,-0.253932246,0.289813795,0.211500323,-0.044537128,-0.06517847,0.011508669,-0.015681779,0.007477477,0.011007947,0.013172781,0.009675179,0.029569102,-0.015046962,0.004547358
0,-1.195154634,5.93399725,-1.156367453,0.200513409,-1.303708499,-0.299299253,1.044600173,-0.587696561,-0.513069303,-0.585800453,-0.199370832,0.06942531,-0.049169475,0.035042411,-0.001887289,-0.009672819,-0.010698492,0.060572512,-0.003189719,0.002794086
0,2.085724223,-1.350124252,-2.676752048,-1.181720963,-0.516977645,0.127656878,0.153891557,-0.49387052,0.187891013,0.213386263,-0.03254655,0.018132604,0.044121041,-0.211899944,0.175166792,0.105205638,-0.004772965,0.005361669,0.035393106,0.038056378
0,-0.488317382,-1.708905579,-1.865778383,-0.407556807,0.145803849,0.428674025,0.44006911,-0.880688878,0.169014648,0.009802115,0.15579497,-0.104588177,-0.121045983,0.25301251,-0.248756695,-0.030569972,-0.048295832,-0.046281782,0.042909142,-0.079243949
0,0.476031482,-3.203697508,-0.035278205,-0.357524568,-1.096287149,-0.598765913,-0.011480885,-0.598007122,-0.182292905,0.397734185,-0.047818987,0.02283353,0.082955148,0.078630627,-0.012989743,0.159927495,0.050308355,0.087742763,0.038278576,-0.00400041
0,-2.037030749,-0.261403255,-1.824420453,-1.364087014,0.233070779,0.610351932,0.053312038,-0.772071374,-0.06718176,-0.103308874,0.052778389,0.039602245,-0.067093148,0.209037308,-0.1897479,-0.021592073,-0.002969653,0.026914251,-0.007032227,-0.036169108
0,1.078460897,-0.213322051,-1.253394266,-1.082774144,-0.983221069,-0.136169792,-1.03399342,0.179316576,-0.137785536,0.460061026,-0.00239657,0.025037696,0.052792547,0.071780446,-0.013743699,0.086197154,0.027510171,0.040995995,0.005761719,0.015804298
0,-0.191350343,-1.915147212,0.042873948,0.291059566,-0.78856205,-0.431771721,-0.307425115,-0.625754155,-0.063943945,0.535298221,0.025057819,-0.037895475,0.046546734,0.063337369,-0.003885104,0.22159289,0.014462329,0.061130694,0.044697285,-0.020622289
0,0.01364368,-1.462872173,-2.01913795,-0.48361021,-0.087596061,0.410036093,0.179631008,-0.271213966,0.199682013,-0.118509604,0.226339857,-0.172042672,-0.188344994,0.490076091,-0.360234417,-0.162928605,-0.062153849,-0.050924972,0.028794645,-0.019529943
0,-0.509748655,-0.558026567,-1.480448095,-0.188578283,0.193712023,0.216192737,0.205236674,-0.422498375,0.077163747,-0.121705537,0.072815439,-0.032987514,-0.077002162,0.388408207,-0.331722362,-0.095964056,0.002435828,0.049109292,-0.002719932,-0.077380428
0,-2.860319659,1.157594377,-0.91186417,1.378891995,0.161529311,0.616746546,-0.203272157,-0.771379623,0.14149158,0.126114979,0.038828143,-0.047883052,-0.039280264,-0.058037755,-0.060066609,-0.081018798,-0.02592635,-0.033104434,-0.028203926,0.018870689
0,-0.541525255,-1.748110413,-1.813756398,-0.410180938,0.182229623,0.400074515,0.452732746,-0.858626464,0.164137531,0.014693806,0.165708477,-0.123066788,-0.127879926,0.266466675,-0.261931195,-0.018111683,-0.06575131,-0.048968178,0.036892076,-0.094408837
0,-1.009113284,-0.223635723,-2.621960391,-1.729222005,-0.804819287,0.561068602,-0.390487338,-0.398362488,0.066364172,-0.000565999,0.065112256,-0.000476645,-0.081567086,0.336981164,-0.292692404,-0.066097458,-0.011261929,0.041352638,0.035184881,-0.023277896
0,0.948299915,-0.210569626,-0.755734024,-0.319776762,-0.63478375,-0.194206198,-1.067362251,0.061536111,-0.190413966,0.507104626,0.037808985,-0.002026027,0.035875921,0.087660139,-0.03923588,0.101565838,0.006889123,0.013243771,-0.006275741,-0.008496067
0,-6.230606697,3.278648574,0.573887095,2.292098012,1.290605624,0.737911026,-0.806895056,-0.382860754,-0.132111978,-0.01285176,-0.170925329,0.036434671,-0.036196707,-0.201542309,0.103111267,-0.098198317,0.004194505,0.018200583,-0.018892147,0.100566122
0,1.324542139,2.304011998,-1.768007769,-0.326341776,-0.409524995,0.054342882,-0.437272631,0.542142864,0.546713535,0.109497526,0.084934941,-0.049887634,0.015995099,0.093169643,-0.078372434,0.038998906,0.004532129,0.029596805,-0.022019655,0.009101584
0,0.660155904,-0.027679604,-0.652215973,-0.189892391,-0.849299831,-0.117200172,-1.181413719,0.090831714,-0.028804028,0.485986169,-0.01816347,0.044902963,0.074491036,-0.010498072,0.03289723,0.091178361,0.042895705,0.045260654,-0.010697926,0.0224729
0,0.85972162,-0.198000486,-0.997878097,-0.798487722,-0.912908773,-0.207285404,-1.016108876,0.176155828,-0.174907225,0.543408605,0.030595584,-0.003070163,0.041054081,0.113809833,-0.048206164,0.106269479,0.016250289,0.0371184,0.019072205,-6.79E-05
0,0.167782593,-1.689659497,-0.303762022,-0.440299767,-1.058347065,-0.405316648,-0.357654392,-0.739909206,-0.055216337,0.663615457,-0.043073719,0.069894343,0.124689534,-0.072922675,0.06873405,0.278629973,0.071542913,0.099384519,0.021251538,-0.01578884
0,-0.10022905,-0.43964814,-1.54331356,-0.615262738,-0.648837078,0.140119835,0.091756679,-0.402950737,-0.129720117,0.155185419,-0.007805752,0.028235542,-0.0154671,0.117576402,-0.125731192,-0.001201404,0.018664966,0.027224528,0.01596949,-0.016456131
0,-0.637227998,-0.417396904,-1.139617188,0.836371408,0.073228545,0.312672943,0.079615997,-0.486532796,0.130734599,-0.169070559,0.030651163,-0.032089482,-0.086564433,0.347655715,-0.344671731,-0.111777496,0.020020854,0.011688701,-0.035509477,-0.091940003
0,-0.380608741,-2.573934232,-0.271892015,-0.319116948,-1.11777306,-0.427807498,-0.071605665,-0.30870427,-0.058155098,0.330580482,0.05716142,-0.092776078,-0.004833487,0.18432964,-0.106564937,0.122840373,-0.010498039,0.016945955,0.03924106,-0.028908587
0,-0.243904026,-1.292233995,-1.457744675,0.285831472,0.393070941,0.326653941,0.26479582,-0.637261955,0.088241913,-0.04091722,0.152576005,-0.109942717,-0.135076497,0.389449494,-0.343750827,-0.076318281,-0.037120126,-0.031415284,-0.003638317,-0.091561435
0,-0.236370695,-0.566245958,-2.949905217,-1.655613499,-1.384457354,0.477892502,-0.210238855,-0.330514097,0.211996087,-3.58E-05,0.04089137,-0.043407639,-0.084781947,0.262495918,-0.250645637,-0.079174253,-0.038077583,0.030033541,0.038194007,-0.025593086
0,-3.564474774,-0.486825028,-0.724932036,-0.405091997,0.041122436,0.391258847,-0.186101186,-0.543399415,-0.082656668,-0.380394566,-0.001079462,-0.014494108,-0.048329302,0.108000323,-0.072374824,0.040862716,-0.031609657,-0.019420545,-0.038307362,-0.05562644
0,2.933718497,-0.990727997,-1.128599322,-0.086544763,0.289637981,-0.210386677,-0.086704322,0.33664318,-0.007859151,-0.009840494,-0.01867067,0.016010801,0.034670687,-0.011554774,0.03121336,0.0489488,-0.012682997,-0.010291785,-0.033558329,-0.023315346
0,2.110294317,-0.864469277,1.631556393,1.16596164,0.23305239,1.62192585,-0.021993401,0.282874398,-0.1591475,0.297324995,0.051003983,-0.048650364,-0.010807287,0.071239788,-0.006358768,0.027500412,0.005450511,0.050432828,0.039009018,0.026993472
0,2.119844393,-0.861266516,1.686936877,1.205205899,0.258471285,1.61007789,-0.043443562,0.257930343,-0.196195597,0.311269592,0.056510278,-0.054029308,-0.015811971,0.076113079,0.000316291,0.028430476,-0.000805889,0.050521997,0.037640843,0.030352355
0,1.415968635,1.916051412,-0.293347108,1.211402795,0.081976627,-0.271616941,-0.255345472,0.267743702,0.214225825,-0.051502947,-0.083627578,0.02962695,-0.004225496,-0.008951761,0.026892914,0.018771471,0.020538392,0.037153099,-0.009187476,0.005900022
0,-1.343724647,1.172752052,0.087411683,-0.174584496,0.097013795,-0.033927532,-0.642803549,-0.807202598,-0.34872856,0.882569292,0.104209137,0.04909361,0.063705207,0.055955739,-0.071473431,0.179313987,0.051346963,0.05246708,-0.001738398,0.016358932
0,-2.355527723,0.100240029,-0.691810795,-0.029745324,0.609533486,-0.063807835,0.566421346,-0.477980631,0.146384404,-0.081931673,0.088320732,-0.140630715,-0.133255793,0.187534202,-0.118161388,0.022275759,-0.07969106,0.002849649,0.017082094,-0.068809883
0,0.477273577,-1.447271675,-1.909305323,-0.002978156,0.13355144,0.39896486,0.203633087,-0.466522522,0.204691618,-0.061229459,0.164409608,-0.129164202,-0.124126692,0.333427469,-0.328059824,-0.097513529,-0.07363417,-0.048001316,-0.000204466,-0.093136903
0,0.494494437,-3.285030904,-0.176468177,-0.440658978,-1.103139708,-0.537208123,0.019481112,-0.592431465,-0.158360059,0.310530839,-0.058810568,0.036942963,0.068497129,0.094056063,-0.022497145,0.136666086,0.047428701,0.093033549,0.045409209,0.001809154
0,0.014682007,-0.813613248,-2.864223641,-1.674376559,-1.120965392,0.41530877,-0.13739097,-0.372692911,0.203991208,-0.030654231,0.087880615,-0.076962989,-0.107978335,0.344715729,-0.290310606,-0.090327729,-0.045084832,0.01808432,0.031111711,-0.03052325
0,0.370941216,-0.552411841,-1.98860138,-1.829224229,-0.707897589,0.280477529,-0.280797152,-0.455738754,-0.134579357,0.461627359,0.116857417,-0.06054674,-0.025182765,0.120706387,-0.069391025,0.077495021,-0.00129729,-0.027051627,0.055333744,0.033559257
0,1.419659482,-0.850507995,-1.773467748,-0.14439166,-0.166312682,0.321148078,-0.062423975,-0.720612898,0.030016454,0.390009798,-0.018627688,0.07054612,0.080764406,-0.191277675,0.095007523,0.133422461,0.041284046,0.005413644,0.004630846,0.014545199
0,-1.404575398,-0.911001086,-1.367822816,-0.668150784,0.400514563,0.401983895,0.342629058,-0.978181557,0.087326582,-0.235698199,0.066427327,-0.005988213,-0.083958291,0.304270864,-0.253370508,-0.002095734,0.015651703,0.018950261,-0.011450483,-0.086739995
0,-0.541581153,4.404226889,2.148777585,2.270033804,-0.184124107,-0.660434149,-0.641682202,-0.176534612,0.528162898,0.271391487,-0.001687909,-0.157931256,-0.08814002,0.228220676,-0.108570202,0.064802005,0.077139932,0.019450971,0.064422157,0.037786052
0,-5.764321555,1.78181455,-0.212126424,-1.349981059,2.117425889,0.766074255,-0.837372341,-0.094357779,0.006819051,-0.222574971,0.054250896,0.002093283,-0.081179601,-0.018230583,0.103172005,0.170807934,0.033375855,-0.099509558,-0.048466527,0.024099592
0,-1.818053714,4.659525749,-1.472585731,-0.484583235,0.122222056,0.032694692,1.290852886,-1.072380915,-0.25605471,-0.736886063,-0.071645328,0.068177131,-0.123137221,0.129357532,-0.090601302,-0.062188969,-0.030589907,0.026526031,-0.02379198,0.002954997
0,-0.448348541,-1.344163787,-1.894913281,-0.256050357,-0.29458499,0.451615574,0.01870457,-0.35117521,0.127403843,-0.150119699,0.12888825,-0.099898661,-0.1393544,0.400327936,-0.356949351,-0.1335218,-0.057077055,-0.020585179,0.005948373,-0.092529528
0,0.311497065,-0.89991481,-2.785254838,-1.298605814,-0.832172018,0.436937078,-0.088803828,-0.464855451,0.240472289,-0.07283444,0.072903693,-0.044011265,-0.08607626,0.290976964,-0.268649169,-0.08004343,-0.03522732,0.019535008,0.037383241,-0.045996712
0,0.612088101,-3.419023381,-0.301064681,-0.538499078,-1.051312268,-0.543724057,0.131081174,-0.514944946,-0.101752526,0.276654371,-0.045411074,0.007272119,0.046883505,0.111652439,-0.045578979,0.118394482,0.024810703,0.081499735,0.036692911,-0.011514538
0,-0.85954588,-0.730427933,-2.217689458,-1.014311732,-0.58203805,0.495426471,-0.250700625,-0.347894385,0.072119126,-0.089603714,0.117561325,-0.062360828,-0.122475787,0.414871331,-0.36195173,-0.0969619,-0.051901128,0.009275117,0.003109057,-0.077263655
0,0.418300468,-0.11673043,-0.863172987,-0.683844527,-0.410751205,-0.173227665,-0.622185421,-0.446811165,-0.134675933,0.861348206,0.080587758,0.012800406,0.082300636,-0.003564939,0.004115294,0.204890848,0.040371515,0.048919536,0.039204023,0.010993919
0,-0.118313478,-0.688668519,-0.24950496,-0.303304062,-0.740732573,-0.279847117,-0.522126974,-0.757826423,0.081358034,0.873248644,0.038490314,0.031689104,0.106146317,-0.087198233,0.068900952,0.309497678,0.066195942,0.07631657,0.004308505,-0.003059892
0,0.586019641,-3.347458889,-0.137470911,-0.462168137,-1.070338246,-0.5665016,0.033817983,-0.610744302,-0.168599394,0.326904774,-0.055479808,0.031997112,0.069938376,0.095792065,-0.023657074,0.143168534,0.047072365,0.089612054,0.043820576,0.000382904
0,-3.402252562,0.466471876,-0.956482785,-1.549044505,0.509081355,0.495388706,-0.314888055,-0.516090387,-0.019781307,-0.053434275,0.042089603,0.028433565,-0.051275281,-0.003529355,-0.027025777,0.056059311,0.010350639,-0.074396784,-0.056038083,0.001128541
0,2.933718497,-0.990727997,-1.128599322,-0.086544763,0.289637981,-0.210386677,-0.086704322,0.33664318,-0.007859151,-0.009840494,-0.01867067,0.016010801,0.034670687,-0.011554774,0.03121336,0.0489488,-0.012682997,-0.010291785,-0.033558329,-0.023315346
0,0.461772324,-1.167935445,-1.608782207,0.686654779,0.27391013,0.389833368,0.144517381,-0.582165015,0.17554806,0.083729764,0.117863691,-0.077594544,-0.081851373,0.263678122,-0.280949387,-0.063924287,-0.023286051,-0.017975342,-0.001262653,-0.067568286
0,2.933718497,-0.990727997,-1.128599322,-0.086544763,0.289637981,-0.210386677,-0.086704322,0.33664318,-0.007859151,-0.009840494,-0.01867067,0.016010801,0.034670687,-0.011554774,0.03121336,0.0489488,-0.012682997,-0.010291785,-0.033558329,-0.023315346
0,0.140210315,3.849780889,-1.744207959,-1.370353951,-0.623540867,-0.360901865,1.496115749,-1.299158518,-0.465400386,-0.45716022,-0.079312464,0.020662209,-0.048904958,-0.097674021,0.14208343,0.039292305,-0.0587915,-0.004585957,-0.008165208,0.057180854
0,-1.475217626,0.750338629,-0.164651908,-0.48375859,-0.126552443,-0.045878142,-0.541691539,-0.661758831,-0.456648523,0.729673371,0.060694653,0.06323424,0.056649192,0.071179498,-0.096499368,0.151699577,0.037301548,0.046843445,0.013333079,-0.012104511
0,-1.060891131,-0.736566969,-1.997483163,-0.717979293,-0.442069547,0.56988727,-0.23009493,-0.301328856,0.06042497,-0.100300104,0.120304948,-0.059738893,-0.121872813,0.435056522,-0.389282608,-0.102168606,-0.040660236,0.007130992,-0.000955524,-0.090493081
0,0.0893007,-0.772241818,-2.171025595,-0.731310591,-1.327440813,0.35536601,-0.106724222,-0.336331218,0.020442656,0.309121347,0.007957159,0.005434212,-0.007657175,0.057216415,-0.086595054,0.019399554,0.014318875,0.023951302,0.033536125,0.010578527
0,-0.030689993,-0.931924819,-2.732932009,-1.585718562,-0.901304175,0.39500141,-0.13900026,-0.391611329,0.147325778,-0.074522548,0.103224653,-0.085559199,-0.116481917,0.376723257,-0.312710437,-0.094721576,-0.056119645,0.009231547,0.035770774,-0.054812091
0,-0.278358944,-0.509415283,-2.168159226,-1.433511632,-1.046786449,0.390799967,-0.251471191,-0.318678857,-0.062704726,0.313494278,0.073678483,-0.027399464,-0.041155015,0.208379936,-0.186122438,0.004420072,0.033820229,-0.012550135,0.064337133,-0.003252137
0,-0.434446085,-0.580742629,-2.046461113,-1.273914024,-1.233026725,0.374264881,-0.261547427,-0.328326075,0.04919339,0.293022479,0.067612332,-0.023468888,-0.040844526,0.22032522,-0.195456626,0.01910496,0.033333708,0.012319163,0.039746308,-0.011207393
0,2.289803069,-1.291104545,-1.872507758,-0.748323196,-0.635965539,0.104101883,-0.4511153,0.277998167,-0.11280439,0.044599183,-0.044013046,0.01505198,0.035366856,0.091443931,-0.032966007,0.019251233,0.004928325,0.029771753,0.015644121,-0.015038925
0,-5.79380084,1.412116946,0.704715571,-0.355116596,2.464699193,0.54988165,-0.765478272,-0.507977116,-0.313027089,-0.453855541,-0.111757763,0.099234395,-0.017464889,0.024990451,0.103953224,0.139001308,0.082661448,0.008115551,-0.07927241,-0.001967279
0,-5.710173001,1.288960086,0.666213562,-0.350365719,2.351811833,0.519031406,-0.738194194,-0.505034981,-0.332612929,-0.445166604,-0.112802136,0.094970117,-0.010691496,0.025755921,0.09243095,0.134777161,0.069771267,0.014900733,-0.077626123,-0.015936766
0,1.239442296,2.049387969,-0.235264867,1.453493621,0.095178405,-0.278422863,-0.294364678,0.28356797,0.254535004,-0.053093341,-0.074673044,-0.000628809,-0.025930278,0.009390861,0.018316613,0.012030628,0.011379073,0.026961746,-0.009492324,0.005436475
0,1.355491558,2.020714439,-0.283208126,1.268490876,0.068965853,-0.18301042,-0.253932246,0.289813795,0.211500323,-0.044537128,-0.06517847,0.011508669,-0.015681779,0.007477477,0.011007947,0.013172781,0.009675179,0.029569102,-0.015046962,0.004547358
0,1.432963408,1.375609454,-0.355929493,1.908668964,0.436068474,-0.18113851,-0.408197218,0.255235158,0.271957832,0.05835958,-0.062726895,-0.008062522,-0.038139024,-0.018634229,0.041779452,0.014104057,0.022440107,3.14E-05,-0.049410049,0.040519732
0,0.374635203,3.598140795,-1.799116223,-1.478976965,-0.622650328,-0.392401964,1.536274594,-1.292352073,-0.466656281,-0.477288609,-0.102392651,0.029034866,-0.035746669,-0.147122571,0.180441153,0.042964789,-0.059911302,-0.006939785,-0.014453478,0.061772335
0,0.665908216,-1.262779928,-1.744808997,0.433078398,0.193230274,0.397657033,0.161907428,-0.59566862,0.185986634,0.055355602,0.107272918,-0.068297061,-0.067939664,0.219897982,-0.245049573,-0.050590811,-0.034896045,-0.011769063,0.009709279,-0.07097321
0,-0.985046961,3.579233773,-1.405814099,-0.906686223,-0.190300049,-0.184500016,1.337551685,-1.271905502,-0.432546246,-0.743290046,-0.075273979,0.032206427,-0.114367966,0.101637441,-0.027249176,-0.036893317,-0.059332144,0.004108181,-0.0155707,-0.021634044
0,-0.535233288,-2.420898518,-0.327838212,-0.363512703,-1.145367367,-0.398504651,-0.107746492,-0.285394522,-0.086366478,0.337662778,0.078061938,-0.106474765,-0.013270491,0.229265389,-0.139947683,0.118220232,-0.013121882,0.012677307,0.042977314,-0.031248807
0,1.303223155,2.198155649,-0.974034014,0.174934732,-0.586615163,-0.160277599,-0.296361738,0.296038114,0.138313259,-0.019285569,-0.063119707,0.032499228,0.022906948,-0.034983534,0.027960486,0.030893419,0.004780125,0.026449845,-0.055573718,0.016492417
0,1.51119626,-0.801208186,-0.795449182,-0.434734789,-0.793440847,-0.144654715,-1.100690823,0.004583876,0.021385921,0.218872323,-0.056681867,0.038260091,0.064660067,-0.13974248,0.159199208,0.058912017,-0.002601563,0.004106323,-0.012445483,0.036381192
0,2.210629041,-1.68853146,-2.602776931,-1.365174972,0.14686304,0.167971165,0.262991071,-0.712173101,0.223889673,0.032812659,0.18000309,-0.065861112,-0.081999144,0.184821146,-0.092110155,0.003924727,-0.044931388,-0.030061634,0.042595939,0.019761494
0,3.675874738,-2.314748029,-0.131692385,-1.175330414,-0.102690115,1.973056494,0.182372656,0.572233842,-0.303730383,0.075570503,0.163933841,-0.024366387,-0.014289667,0.178472108,-0.11524815,-0.025179767,-0.041157755,-0.00142967,-0.021167683,-0.041212918
